0.715,0.07,0.635,0.263157895,0.304347826,0.66,0.63,0.22,0.4625,0.518333333,0.505,0.85,0.547075606,1,0,0
0.775,0.232,0.65,0.368421053,0.380434783,0.65,0.664,0.22,0.595,0.395833333,0.625,0.723333333,0.87874465,1,0,0
0.78,0.096,0.66,0.305263158,0.27173913,0.4,0.486,0.26,0.3925,0.333333333,0.585,0.606666667,0.714693295,1,0,0
0.6875,0.146,0.705,0.263157895,0.206521739,0.533333333,0.552,0.29,0.4525,0.383333333,0.575,0.633333333,0.743223966,1,0,0
0.9375,0.146,0.695,0.021052632,0.22826087,0.7,0.738,0.43,0.7025,0.366666667,0.625,0.576666667,0.621968616,1,0,0
0.845,0.174,0.69,0.052631579,0.347826087,0.766666667,0.728,0.29,0.74,0.541666667,0.6,0.666666667,0.905135521,1,0,0
0.6575,0.162,0.85,0.326315789,0.456521739,0.616666667,0.582,0.3,0.365,0.525,0.64,0.626666667,0.736091298,1,0,0
0.825,0.184,0.86,0.473684211,0.543478261,0.6,0.628,0.33,0.4925,0.433333333,0.535,0.55,0.714693295,1,0,0
0.7075,0.114,0.81,0.473684211,0.489130435,0.65,0.68,0.4,0.43,0.466666667,0.565,0.523333333,0.607703281,1,0,0
0.7975,0.118,0.74,0.289473684,0.413043478,0.766666667,0.786,0.32,0.465,0.641666667,0.615,0.606666667,1,1,0,0
0.66,0.42,0.78,0.221052632,0.5,0.566666667,0.606,0.17,0.415,0.341666667,0.48,0.786666667,0.404422254,1,0,0
0.765,0.126,0.64,0.263157895,0.608695652,0.666666667,0.634,0.24,0.525,0.3875,0.545,0.903333333,0.358059914,1,0,0
0.4825,0.56,0.825,0.4,0.347826087,0.47,0.482,0.25,0.495,0.291666667,0.515,0.84,0.350927247,1,0,0
0.6775,0.172,0.68,0.294736842,0.336956522,0.536666667,0.576,0.27,0.4225,0.233333333,0.555,1,0.539942939,1,0,0
0.4625,0.12,0.76,0.357894737,0.27173913,0.493333333,0.474,0.26,0.365,0.244166667,0.545,0.876666667,0.525677603,1,0,0
0.625,0.162,0.805,0.473684211,0.282608696,0.51,0.522,0.28,0.415,0.21,0.56,0.94,0.404422254,1,0,0
0.2925,0.09,0.765,0.421052632,0.369565217,0.296666667,0.35,0.45,0.2575,0.1625,0.725,0.41,0.054921541,0,1,0
0.3425,0.042,0.78,0.373684211,0.304347826,0.473333333,0.53,0.37,0.52,0.3,0.595,0.433333333,0.285306705,0,1,0
0.5275,0.002,0.35,0.210526316,0.086956522,0.66,0.636,0.26,0.57,0.358333333,0.56,0.726666667,0.159771755,0,1,0
0.24,0.018,0.65,0.526315789,0.336956522,0.793333333,0.428,0.13,0.4125,0.184166667,0.495,0.71,0.433666191,0,1,0
0.165,0.176,0.46,0.263157895,0.293478261,0.203333333,0.314,0.34,0.2875,0.233333333,0.615,0.38,0.106990014,0,1,0
0.5075,0.02,0.355,0.263157895,0.173913043,0.316666667,0.406,0.24,0.365,0.3,0.595,0.493333333,0.081312411,0,1,0
0.21,0.378,0.615,0.368421053,0.456521739,0.24,0.264,0.43,0.2375,0.1375,0.48,0.506666667,0.158345221,0,1,0
0.3325,0.002,0.475,0.2,0.717391304,0.3,0.37,0.35,0.69,0.2,0.53,0.436666667,0.336661912,0,1,0
0.425,0.574,0.7,0.631578947,0.336956522,0.61,0.51,0.43,0.4875,0.130833333,0.595,0.71,0.131954351,0,1,0
0.25,0.016,0.5,0.421052632,0.173913043,0.473333333,0.452,0.3,0.3575,0.125,0.69,0.706666667,0,0,1,0
0.43,0.162,0.6,0.410526316,0.173913043,0.4,0.506,0.26,0.4425,0.241666667,0.58,0.713333333,0.310984308,0,1,0
0.27,0.026,0.755,0.684210526,0.086956522,0.333333333,0.316,0.4,0.35,0.1,0.655,0.573333333,0.2510699,0,1,0
0.5125,0.572,0.66,0.605263158,0.163043478,0.216666667,0.318,0.61,0.405,0.316666667,0.42,0.336666667,0.169044223,0,1,0
0.21,0.022,0.79,0.368421053,0.260869565,0.4,0.442,0.22,0.5875,0.170833333,0.395,0.693333333,0.172610556,0,1,0
0.4175,0.004,0.62,0.368421053,0.315217391,0.4,0.388,0.3,0.365,0.135,0.615,0.72,0.122681883,0,1,0
0.29,0.122,0.655,0.621052632,0.217391304,0.26,0.338,0.43,0.39,0.120833333,0.665,0.42,0.154778887,0,1,0
0.1625,0.134,0.81,0.789473684,0.195652174,0.306666667,0.322,0.4,0.335,0.133333333,0.68,0.736666667,0.20256776,0,1,0
0.16,0.212,0.73,0.557894737,0.152173913,0.316666667,0.338,0.48,0.3375,0.15,0.5,0.583333333,0.286733238,0,1,0
0.5675,0.656,0.63,0.473684211,0.543478261,0.196666667,0.138,0.43,0.3375,0.766666667,0.295,0.186666667,0.397289586,0,0,1
0.5425,0.318,0.685,0.473684211,0.543478261,0.216666667,0.136,0.53,0.365,0.691666667,0.3,0.206666667,0.40085592,0,0,1
0.7825,0.62,0.87,0.710526316,0.282608696,0.35,0.152,0.56,0.3375,0.683333333,0.305,0.2,0.201141227,0,0,1
